Solar Irradiance (kWh/m²),Average Temperature (°C),Wind Speed (m/s),Humidity (%),Cloud Cover (%),Atmospheric Pressure (hPa),Daily Sunshine Duration (hours),Panel Orientation (degrees),System Efficiency (%),Type of Renewable System,Energy Consumption Category
6.31138626,10.46670032,4.498786673,30.01251743,18.99361365,1009.780801,4.682862595,152.4088898,57.26267666,Solar,0
7.948113035,34.70496018,11.14789798,56.73021137,70.17382739,1016.47392,6.942767187,3.351704674,28.26942033,Wind,0
5.026370931,1.497730295,0.72214254,64.69774148,55.64646373,991.933468,10.93610179,159.2617467,50.66821402,Wind,2
5.769038846,0.655235201,13.54342493,32.08170827,35.8621582,1020.109759,6.649191365,16.58490108,81.72527536,Wind,1
4.925176938,-8.443295856,12.78395812,15.19589433,91.13391901,991.0731543,2.093981837,195.7960516,63.13834928,Wind,2
1.952429878,22.58334127,10.01707025,45.19295822,2.093411783,1000.463729,4.544440267,121.8794499,18.72255944,Solar,2
7.224521153,8.426317186,8.898323552,31.07830338,31.57731512,950.7353045,10.11773838,170.4365761,59.32193475,Solar,2
2.807723624,33.21791249,13.38453747,29.75985309,5.688139778,1019.172011,7.730556192,220.7413299,73.24644694,Wind,2
0.243159664,13.66049533,2.779952693,96.38765224,76.65273162,1016.134268,7.808692612,312.7683945,81.34330652,Solar,0
6.454722959,38.4096714,1.184537433,65.46704373,70.21074541,953.8400877,10.40185783,238.2845675,66.62058208,Wind,1
1.771106794,-0.723724215,3.592652549,60.11905989,33.13522187,986.8250107,10.72767669,156.2575927,23.73923481,Solar,2
9.404585844,33.4311584,11.91867418,47.41975932,67.56629022,1047.903184,11.03751086,294.9940273,73.91559399,Wind,0
9.53928577,28.82984264,0.520054001,48.60499001,39.59372262,992.0736563,1.138190319,326.0095695,70.96076615,Solar,0
9.148643902,28.54609223,8.742102526,58.68145035,75.62537914,1000.194541,6.529512024,43.11358792,12.19841946,Wind,2
3.701587003,32.23916141,14.93156274,72.67868263,45.41836627,1040.993016,8.886114255,191.4958719,47.05729008,Wind,2
0.154566165,28.05119955,12.83544141,73.19314866,41.22797278,1021.726188,9.083122142,102.4243055,39.96552223,Solar,0
9.283185626,21.31101608,7.821685336,25.45245169,93.47299155,1008.207013,7.280594424,16.94203124,70.24708578,Solar,2
4.281841483,-3.437756116,0.954613639,55.01014769,25.08790999,1029.780468,2.001448022,240.6768102,29.45222311,Solar,2
9.66654819,-8.373691025,12.47060272,47.07622855,12.044734,1036.436627,9.569046647,310.5974799,63.17847307,Wind,1
9.636199771,36.04239239,8.984677623,88.34742696,58.45431133,995.6888072,8.641336002,58.64495561,92.18853656,Solar,0
8.530094555,20.83251573,1.723994956,66.82770291,96.93218123,997.5108365,1.033629259,292.4689167,81.8022135,Wind,2
2.944488921,29.82686455,1.407859272,57.92536598,37.78392137,988.6050936,5.565717896,307.2224641,92.93119626,Solar,1
3.850977286,14.07611758,13.64440229,20.3855178,6.203676363,1046.670614,2.087728794,329.1625594,98.06553702,Solar,0
8.511366715,-4.134590552,10.03800394,64.50741004,33.93052673,1019.716625,4.049724549,95.50263207,10.96031143,Wind,1
3.169220052,-3.74071039,12.43930199,20.54835151,50.59316543,958.3223066,0.216973106,325.4231035,66.04671487,Wind,2
1.694927467,24.27826436,13.1846835,40.3485918,16.19230066,1036.295962,4.803958421,115.4385917,47.1555458,Solar,0
5.568012625,11.51529474,8.576585281,22.85577683,65.81022181,998.0559941,6.598523054,198.8416848,87.38690413,Wind,0
9.361547742,0.026236335,7.761695276,72.28662823,99.7749389,956.8753906,7.434991114,18.1826895,32.66332318,Wind,0
6.960297967,14.57972734,6.456411155,28.56269025,45.1739476,1004.971726,7.961884142,15.79719181,98.29265402,Solar,2
5.700611701,-6.789553146,4.754198817,45.26734359,35.47285567,991.7164279,10.03549576,259.3343566,65.23371726,Wind,0
0.971764938,19.0985701,6.518939413,90.61072999,40.07041668,1037.77494,2.585554887,160.0127921,81.4183662,Solar,1
6.150072267,3.449670222,11.60819484,28.38847451,11.51461784,970.3994604,1.445781869,92.26525513,17.70395975,Solar,2
9.900538501,29.87795503,9.028851465,55.70245576,88.32736014,1032.646461,10.21844606,68.54885857,26.51120963,Wind,0
1.400840152,5.518097946,13.38784935,47.7344495,41.48256555,1005.768869,1.879353779,241.1832567,78.25633057,Solar,2
5.183296524,12.76100745,6.650700216,11.63116369,38.72744114,955.4610303,11.69712098,0.144555849,11.97878698,Wind,2
8.773730719,-9.418973005,9.106343681,81.34823022,65.96902729,1047.18453,10.11045875,290.1208209,83.51901873,Solar,2
7.407686178,-6.37765561,9.469613296,16.21413157,44.20334209,1001.261524,6.010519271,28.52985821,11.25541168,Wind,0
6.97015741,9.62467782,8.875457435,52.68295189,64.82334688,979.0876854,11.7770571,68.93626137,69.14069552,Wind,2
7.02484084,13.99694174,10.5395066,60.46104654,6.144629013,996.9406842,1.168520749,139.0451023,42.85845282,Wind,2
3.594911512,20.00102741,3.561502026,66.5583811,81.37233437,1035.785778,3.636789134,174.5491463,65.03453674,Wind,2
2.935918443,4.583128935,7.685456663,71.97684664,94.05039529,980.4903124,7.65869298,127.7982417,72.64282663,Wind,0
8.093611555,24.74909431,1.563372042,32.79451452,64.87653862,969.2676396,4.200082422,115.4563794,40.82276973,Solar,2
8.101133947,33.00611986,5.767669915,10.8980899,95.45659289,962.9071247,11.14047062,347.0097643,19.71662033,Solar,1
8.670723186,28.99254944,7.315006029,75.10992961,15.14323144,979.7859398,0.787513058,230.9686852,16.2681281,Wind,0
9.132405526,-8.019058733,9.783363893,58.20909394,47.74161895,1028.004809,6.592941985,8.435863932,63.00424203,Solar,1
5.113423989,14.02534736,14.25796579,85.25059329,60.18067339,997.1626365,7.090395209,154.863327,56.85898184,Wind,2
5.015162947,-4.753491079,9.009765998,83.92495266,58.17366474,972.7481604,7.832737485,315.0031319,76.79809082,Wind,1
7.98295179,2.102250793,11.15390874,85.8993551,40.14617791,966.6185,3.06799468,108.5242271,55.8761959,Solar,1
6.499639308,39.33312966,7.593990892,53.6585194,33.80844094,983.2729477,4.37479713,34.04028412,48.0201211,Solar,2
7.019668773,-2.875222855,9.511560471,40.02655563,12.68240226,1043.992437,10.12416636,273.0185178,45.82784604,Wind,1
7.957926694,14.94440767,1.063983242,81.24023823,39.17424506,984.3026713,2.339313228,218.1649795,12.38022123,Wind,2
8.900053418,20.90778672,3.815873713,50.61647017,16.26608151,1048.812408,9.922414166,205.3125028,40.20014815,Wind,1
3.379951569,25.12324853,5.427796398,26.50979768,73.43656765,998.5230456,6.751865075,19.28756146,97.84181418,Wind,1
3.755829526,17.98243417,7.087400325,86.94766176,20.88309355,967.9163918,9.146250134,50.57964353,88.62000186,Wind,2
0.939819398,-9.511457629,0.684731183,89.43038891,5.856530528,1039.114009,8.563288395,224.1177826,39.64402603,Wind,2
5.78280141,6.323065412,2.100361463,51.96787805,55.23661378,996.0355373,2.490137945,74.81658293,62.90158646,Solar,1
0.359422738,15.88558217,4.152214617,16.81297546,59.52297327,1020.967134,6.825752837,181.4652287,86.2567071,Wind,2
4.655980181,-5.606675043,14.57299036,44.90434809,87.19130613,1048.371158,10.41267783,196.157407,49.71469031,Wind,0
5.426446347,7.53134656,4.970205107,82.31838935,57.69816124,955.017535,5.185394842,102.0625885,11.61620774,Solar,0
2.865412521,-8.33984456,7.230615872,91.15966257,34.54808537,959.669456,11.59908924,341.433056,16.70594156,Wind,1
5.908332606,-6.071075142,2.941465691,28.31254682,80.30118815,1022.045674,5.426581201,303.2870785,55.93534492,Wind,0
0.305002499,9.84616381,9.161701066,16.02762508,54.02788932,978.1825003,1.71342764,260.0544627,97.24954381,Solar,0
0.373481887,-3.364212298,4.210248233,88.96154078,7.928028463,968.4301397,4.673216161,28.07779191,72.3888588,Wind,1
8.226005607,18.37704241,3.104888677,45.04644451,56.58505603,953.936188,11.42042888,38.20680695,16.38245723,Solar,0
3.601906414,24.47324846,7.748589427,58.75848678,90.80185454,952.1846712,3.836650192,177.4012845,27.04247882,Wind,0
1.270605127,30.02933496,0.082586987,97.12592308,39.63126255,1027.44856,10.41717792,57.85680571,79.41908289,Solar,1
5.222432601,0.007512212,0.11496049,15.99082551,29.63258019,963.4433427,10.57500818,352.1755669,85.7295784,Solar,1
7.699935531,-1.625870887,3.286032137,68.34862067,14.3469457,996.7720616,4.202238292,57.06728425,65.59251276,Solar,2
2.158210275,-4.771607983,0.550820438,16.66948803,15.14455219,1010.589682,0.999091897,175.4884208,67.99808527,Wind,2
6.228904758,21.82151248,1.620386312,43.79220356,43.27714843,992.8351801,8.69469491,131.0835805,12.55037053,Wind,1
0.85347465,25.32378632,5.08290974,82.34330907,59.56798242,952.7106652,3.738147588,230.1791117,84.56772336,Solar,2
0.516817212,-8.420692759,12.03878519,49.01250095,8.061540517,1028.35015,9.395083371,46.4531072,80.94476874,Solar,2
5.313546316,36.81061231,8.580729651,99.74641185,93.9568589,951.0513225,5.311858179,154.9139141,33.31316297,Wind,0
5.406351216,-7.401435817,7.690015889,60.31533565,75.51336174,1026.188989,5.823200908,98.89381181,73.7809048,Wind,0
6.374299015,17.06481677,4.402332348,38.90459374,58.66239183,1039.330449,9.334912881,319.5905489,29.33691458,Wind,2
7.260913337,25.45302597,13.97630579,29.81001933,82.84386709,993.2839921,4.588359973,14.61085637,13.62971449,Wind,1
9.758520795,33.54845619,5.955225619,41.54684809,8.018675681,1003.554247,5.317528144,328.9418978,28.10228883,Wind,2
5.163003483,25.70434661,1.306391502,43.52799464,47.68388777,997.6983393,4.514285625,299.8778899,26.07659891,Solar,2
3.229564729,30.08640415,9.255997742,16.184231,63.00931269,988.9208619,4.408086183,107.1254579,40.39731971,Wind,2
7.951861948,6.972509627,1.707575902,43.26167795,82.86529061,1038.742454,6.311358923,284.1446357,47.66045475,Solar,2
2.708322513,30.74125569,5.178347142,51.78146678,78.346956,1039.393351,9.705593334,11.23688172,55.76850023,Wind,1
4.389714207,-5.994257681,7.611179081,75.0463977,27.70692497,983.5816365,4.341219743,348.0715981,52.9078488,Solar,0
0.784563813,34.7408328,13.11333787,69.10565362,94.08801696,1011.506975,6.291056646,189.5741793,34.36071454,Solar,2
0.253507434,17.37961881,7.403198705,73.78890897,12.43458414,1042.690756,8.048727905,109.1811694,12.62536017,Wind,0
9.626484147,30.8648885,10.53388149,10.75273137,87.51336186,1046.20585,3.233273356,130.5299565,64.459146,Solar,2
8.359801205,12.61591423,14.89225258,29.59006596,97.09402496,1000.895904,3.330273659,23.90592725,45.61703469,Solar,2
6.959742061,22.17888476,1.972336798,69.55158596,17.71535232,995.2824805,11.20095752,356.1658251,36.88049416,Solar,2
4.089529444,16.32013305,4.120972883,53.55904314,72.20660642,977.8694316,8.68241488,14.14510025,88.02469385,Solar,1
1.732943201,26.57947609,5.918641134,10.47821281,4.028551878,1045.887187,6.926240115,235.7665643,77.2068977,Wind,1
1.564370427,-5.918500898,6.327422678,82.40451782,40.54228251,964.2814304,7.772640653,159.384934,87.19889935,Solar,1
2.502428982,-6.9823958,6.165316129,79.5528616,51.62832992,1007.982958,0.351593317,341.6098385,54.54845152,Wind,1
5.492266647,2.355161701,13.61416504,59.35772467,58.06452259,978.2550268,7.417235587,88.55990651,21.78381269,Solar,2
7.145959227,-2.022765994,10.71048967,15.98169932,93.59372482,977.900829,6.114106479,191.5512566,72.65992925,Wind,2
6.601973767,33.58917833,9.118578211,78.98635446,67.22506873,990.4968587,6.548996157,173.6482351,28.54664019,Wind,2
2.799338969,0.960699368,4.640590768,62.5342229,48.12779512,1049.879294,4.313085922,253.0319199,49.71067022,Wind,0
9.548652807,38.79326279,12.35685576,80.37639794,80.96750363,955.4966307,0.977686773,24.4836835,15.85007101,Solar,1
7.378969167,6.844789589,14.32590767,77.65722932,95.0532821,1007.854182,2.320070803,69.76408681,84.27775622,Wind,2
5.543540525,-0.894104216,12.31797424,82.27018648,2.206614868,958.2572158,11.40893656,77.24333523,21.33465769,Wind,1
6.117207462,29.48492536,0.023476578,56.62072598,98.25212723,965.452083,4.904394747,265.7342717,91.27877563,Solar,1
4.196000624,22.93538878,9.546020553,22.62920664,8.613213906,993.9562942,5.60019787,68.08993068,87.7807542,Wind,2
2.477309895,14.90978582,0.767030722,70.4041726,81.43867793,1001.046013,0.632517478,206.457035,51.8124488,Solar,2
3.559726787,17.76817755,3.864108305,65.84264065,28.03347526,975.8792408,0.450794755,77.48777538,76.99313839,Solar,1
7.578461105,25.96008891,0.892870505,76.80278685,13.21796578,981.6457131,8.606177365,310.184982,65.75005664,Wind,2
0.143934886,1.422737067,9.056931794,25.28929054,43.98556397,958.696702,6.457135969,339.1867636,82.27680781,Solar,0
1.160726405,39.8166958,10.2988487,27.54776799,64.39565794,980.3219784,6.104471811,186.657471,48.86245907,Solar,2
0.46002642,38.73965811,1.717314571,90.13685655,38.0951845,1046.655844,2.917494365,126.8311983,80.72276358,Solar,0
0.407288023,22.51628432,5.757583246,77.49800186,5.456540828,1044.470738,8.93700878,84.26079901,51.62111354,Wind,0
8.55460584,-0.022877454,6.843547634,91.74056398,59.94611397,983.487829,2.018838949,17.92116055,94.68692091,Solar,2
7.036578594,24.01141212,5.535795326,78.2843789,90.24032761,1007.085394,2.279216924,96.66002743,53.77348907,Solar,0
4.741738291,-6.390079551,1.815375007,63.74397754,38.32153659,1040.959539,5.528546056,235.5248808,51.63573447,Solar,2
0.978341607,-8.46737489,6.284216853,68.87194633,21.63327776,950.6183823,3.435358345,192.1020953,80.65646754,Wind,2
4.916158751,2.884144426,11.26767072,90.02151315,44.25773459,1031.068357,2.969555775,339.8548602,83.94199226,Solar,2
4.734717708,13.13114784,1.065114968,62.09260791,4.836271105,1044.836955,7.742851735,142.6598145,59.90402029,Wind,2
1.732018699,33.41362527,1.202700211,66.91521919,82.04875845,959.1325734,7.811660943,249.7908032,26.18180321,Solar,0
4.338516492,26.35845349,5.321569378,24.08290444,82.6340811,966.1447686,9.894204838,176.1561891,52.09824079,Wind,2
3.985047344,27.13532606,14.12588567,52.65290981,58.80004634,1046.07463,5.012502804,184.5274377,97.12652526,Wind,0
6.158500981,11.27466672,10.0285897,74.47574008,35.31028889,1003.754014,0.877021092,96.39875326,77.76875737,Wind,1
6.350936509,7.296749627,10.18004935,34.38484285,79.97833644,951.4196634,3.283996619,163.7822797,83.00463435,Solar,2
0.453040098,8.551938149,5.428799863,28.20287625,55.46870248,975.7631999,11.76006556,169.4825989,12.95429489,Solar,1
3.746126146,39.38247819,8.904911868,38.24441274,82.59323086,994.9943674,7.155102903,254.3913078,52.10735164,Solar,1
6.258599157,-7.994540429,0.15196776,31.73505652,63.14587926,1019.290891,8.516845018,338.6303997,68.19590203,Wind,1
5.031362586,33.35157481,9.541440696,29.34213733,78.44054732,1023.316038,0.088293956,118.5556599,84.70294153,Solar,2
8.564898412,18.93377043,13.69930421,48.23657586,59.85629932,1049.542151,6.218468786,15.19216869,14.43462882,Solar,2
6.586936316,11.93077096,9.188602025,91.70546625,41.41410682,978.7511199,0.45034389,178.6662452,86.71949971,Wind,0
1.629344271,26.26288302,13.1054789,55.63536821,95.79458599,1003.82201,6.830762545,196.0060796,59.35608431,Solar,1
0.705687474,14.33344707,10.85959583,26.91283427,54.11138249,1003.332355,11.0492502,60.63859841,27.75825735,Solar,2
6.424192782,33.6711619,1.808376246,16.92745024,60.50895185,990.5645259,11.62102957,273.7672583,38.55296948,Wind,1
0.265113105,35.0350932,13.53679961,72.65405306,22.04876394,966.9161894,6.486632105,354.574479,35.37365966,Wind,0
5.857755813,11.08604634,0.996657665,44.4518888,62.56507894,1047.745656,5.498457663,340.4788981,57.77731309,Solar,1
9.402302414,3.841389862,8.009512088,83.96478519,57.16076495,1035.331719,11.34020513,70.95817398,14.65171119,Wind,1
5.754741779,19.61751643,2.132056857,69.35596918,18.48383979,999.8333028,8.083317984,315.1307664,24.26825426,Solar,0
3.881699262,35.61816728,0.175599161,81.66173055,5.958709735,1010.324542,0.778791354,253.6177091,83.1423739,Solar,2
6.432882184,0.53310945,6.330513902,34.47514355,60.43593197,972.7261054,5.588706932,163.384763,21.93435917,Solar,1
4.582528905,21.14832918,4.425610615,72.31230302,76.36922694,1004.378707,2.882940222,194.619958,31.00566425,Solar,2
5.456167893,21.578011,7.290007407,33.76557862,52.34013709,1019.497013,5.637651857,305.856063,50.8033545,Solar,2
9.414648088,26.65565112,8.657998301,94.51616315,22.67726253,1001.516703,5.465586864,172.8485783,56.54087993,Wind,2
3.861026378,-3.421615744,0.656086085,67.27368534,66.65219767,1049.028517,6.985737634,134.3546529,78.72494317,Wind,0
9.611905638,25.79124823,1.845049427,39.20606202,8.010572661,1011.134166,4.281245884,177.5690975,50.2599184,Solar,1
9.05350642,35.45162603,8.379635947,34.25606761,44.18337048,987.0973713,1.971245393,208.4867295,81.08781589,Wind,0
1.957911348,-1.015844556,5.147510298,27.18339266,16.33667584,1027.215203,6.044633215,68.06795536,65.65116763,Wind,2
0.693613009,1.877166246,10.93760231,72.5176863,18.44590511,967.0462512,9.962434612,324.3267829,20.17897655,Solar,0
1.007780014,38.5697547,9.784374729,29.68440517,20.22939492,988.4515814,7.968146737,242.7073016,24.06982946,Wind,0
0.182218257,-0.951152365,12.68406544,63.57729393,38.6707057,984.695895,4.060414391,227.9768102,49.33303529,Wind,1
0.944429608,32.71925467,10.3873924,33.81715242,5.115020562,993.1807095,11.22627627,35.81864143,45.72004538,Solar,0
6.830067734,14.61389282,6.448966161,69.57720503,39.77934409,1028.177983,10.94649085,217.5026177,76.91898427,Solar,0
0.711886485,2.36155372,10.09449934,83.34457557,51.17074471,998.4173032,2.512180793,43.54583841,62.26634258,Solar,1
3.189756303,33.53749506,4.130717614,80.02227188,48.3294285,1029.401445,0.473011021,28.33116307,44.93197729,Solar,0
8.44875311,12.26526275,4.594702482,78.47661978,38.27841004,1007.64889,8.8957045,189.8319224,25.36842551,Solar,0
0.232719357,15.7408677,11.8347774,26.89501651,83.91466081,984.2069435,9.931323136,145.0027923,30.41533921,Solar,1
8.144684826,7.96166847,6.696292746,17.95464523,14.53266924,1030.997874,11.61437479,211.9716973,61.79509166,Solar,2
2.818547748,19.64754257,11.97570511,72.90539456,50.56967438,973.8289671,10.67803673,32.1199805,48.10949244,Wind,1
1.181648276,-1.823806371,12.33633561,43.15124924,6.204141696,972.438298,7.206417218,155.1539026,56.3434758,Solar,1
6.967371654,9.554076833,12.86343506,48.91116038,7.115567888,1000.450292,6.360628071,62.92321742,25.36096918,Wind,1
6.289428468,38.47061612,13.74952854,12.80341835,57.38658497,976.0849246,0.334092615,355.3560309,69.66156271,Wind,1
8.774720135,2.906671635,6.464778308,33.36188043,56.60184249,950.9087035,2.959877362,202.0140765,86.72848668,Solar,2
7.350710438,22.83683323,4.783002275,13.03087635,87.80335128,1014.829753,5.515377021,247.4772699,33.21455561,Wind,0
8.034809304,6.259503211,8.732981199,89.12671953,55.78736757,1001.109382,7.542046801,117.150581,54.23628032,Wind,2
2.820345726,28.67365628,5.567586352,31.90570149,95.97910204,994.5517814,6.687022,34.10600932,97.79745961,Wind,2
1.774395438,-3.456316964,9.016112502,60.16034526,4.86948484,1046.696851,8.911631876,351.3135106,39.99175665,Solar,2
7.506147516,38.49105225,10.58378794,13.50813886,9.800768478,1007.119918,3.357203171,103.0532527,63.55417104,Wind,0
8.068347393,12.68947707,10.32607528,70.01626522,4.406586157,1036.343158,6.779431292,152.5709467,18.11761302,Wind,0
9.90505142,1.802523167,5.618293305,39.07246112,18.52768503,963.9450236,1.057706921,233.9510118,64.54135022,Solar,2
4.126176769,-6.325162633,2.502903025,90.81272683,54.12701109,1006.920646,4.963986283,8.891027167,18.0668596,Wind,0
3.720180858,-1.512104746,6.457940077,89.930637,64.55721814,1036.797963,9.001929995,291.693287,96.33118918,Wind,2
7.764129607,15.98869743,2.138912161,39.27615565,4.558515795,1008.310576,8.320810241,193.1681484,74.40963869,Wind,2
3.408035403,6.850158822,13.35145553,91.08648061,94.59708898,1021.801418,11.88771285,100.1581873,80.93438093,Wind,2
9.307573256,31.44416829,5.188161911,99.65419061,84.21653767,987.2043568,3.334693512,22.17887471,73.36939247,Wind,0
8.584127518,11.54437618,2.316896208,84.28740977,29.66124822,959.2449517,5.97827159,58.49942957,63.07561325,Solar,2
4.289940274,2.435713629,0.381716399,86.0384213,7.718753023,995.7900295,3.954364965,322.2121892,50.4921503,Wind,2
7.508710678,20.85724933,9.687335794,32.41078625,16.98870732,989.4479391,5.287237369,246.9687206,87.25360418,Solar,2
7.545428741,25.33886084,9.553534762,61.9032159,12.69444138,1036.706018,10.28340156,89.96461979,96.11521008,Wind,0
1.031238688,-1.647904605,5.109062499,16.05303226,12.32837793,974.3995302,8.210508902,23.61627538,54.91325556,Solar,0
9.025529067,-1.619039186,1.075678333,18.54261431,51.85616887,1046.673423,10.5892943,248.6215125,93.83815442,Solar,1
5.052523724,-8.166428653,6.144433423,99.90033508,24.58474425,1045.813812,2.4421333,206.0667813,62.4999619,Solar,0
8.264574661,26.82010075,4.668262426,39.39753245,35.81397165,974.7631643,10.48033341,145.6270288,58.45457682,Wind,1
3.20049601,23.19022638,10.1568096,77.33655208,98.95053334,984.8051955,0.71714729,130.9001217,50.90344597,Wind,2
8.955232285,13.73154379,9.086688742,82.59985477,68.43142489,1039.555574,10.66319137,78.05313933,28.83589854,Wind,1
3.892016787,32.20852245,5.468905923,87.22209439,94.8980667,1046.662222,3.948885354,241.0600524,10.33476947,Wind,2
0.108376515,30.28350765,3.268388314,99.78654677,14.2556555,994.3439103,3.775051601,349.44049,31.73556042,Wind,0
9.053819764,19.26771822,14.82053949,31.73468367,38.21394748,982.0997046,6.14506292,63.2574885,55.87508544,Solar,0
0.912866768,33.41356403,6.810024318,13.63157442,55.47318033,1002.609401,11.28828225,214.9619832,44.1963957,Solar,0
3.193136376,0.292060502,10.32411354,47.00723662,7.675806189,1018.776921,0.573376376,152.7066201,50.36367052,Solar,1
9.500619671,-4.40401903,2.108294514,21.70726028,0.418744363,977.3474515,4.226771701,160.8079398,98.25833976,Wind,2
9.506071469,3.487480576,7.283845495,12.01833002,67.04343338,1023.647317,10.27886386,91.49302085,41.52451336,Wind,0
5.734378881,-7.145657196,0.413050798,42.43841444,64.18195168,955.1657357,4.752653729,297.0485552,50.69646454,Solar,2
6.318372122,16.5584764,7.581826769,80.5364426,41.078881,954.9294493,2.389882771,174.6920175,22.01639962,Wind,1
4.48445522,36.83028461,14.46026111,60.95626221,48.9644076,988.6287705,5.097530176,195.6261068,14.31619592,Wind,2
2.932107717,-8.032822967,5.763100695,38.15001903,41.54430006,985.3473192,4.626630018,109.7139286,79.78685631,Solar,0
3.286645454,-3.894504299,0.584940189,68.89078049,2.400504484,981.5633215,10.98499442,65.45104764,61.36148576,Solar,0
6.725184561,12.60995141,0.464336864,30.88163623,33.53716062,999.1019763,9.143212509,30.92773975,78.46343254,Wind,0
7.523745294,36.69375088,5.819801399,11.29433015,17.70822554,982.0733582,6.061386669,257.0828907,23.4876519,Wind,1
7.915790437,5.807805249,2.400374047,78.79180478,9.84241891,969.2257918,11.8604468,70.64434141,61.46458941,Solar,0
7.896181428,15.36174043,0.350281445,66.13687764,95.67204339,980.9469549,5.583330375,248.4271275,32.82782269,Wind,2
0.91206103,-7.921357047,11.34320421,78.60723621,59.9359725,1047.490427,0.69885397,140.5355206,30.52556352,Solar,2
4.944203047,-2.582839952,6.877845133,13.5044215,72.86562842,991.1113417,3.147291862,149.6789284,11.03734126,Solar,2
0.5755876,39.33150615,4.33867158,85.3407665,31.53637433,994.4712777,5.232845763,168.9038986,21.73066512,Solar,1
5.495288823,38.25593482,13.50124775,65.757358,39.31471295,1007.654499,1.88283149,132.3750629,37.83413003,Wind,0
4.415305014,-9.753000953,1.742084403,60.70558156,23.69239939,1048.334077,11.37078152,36.2231918,20.51908845,Solar,1
8.877041828,37.59058927,14.33878243,66.21526433,9.696567097,974.1601276,9.202186774,111.4674516,98.72725964,Solar,2
3.509150126,21.95599689,4.709500761,87.79899222,17.90316374,1018.128211,3.219446405,238.9443698,37.77693837,Wind,2
1.170670164,33.39591473,13.32605508,62.82428559,79.75140453,1021.598469,7.089654402,239.6823845,21.7291552,Solar,2
1.429916821,12.73699278,9.044143147,62.28553419,67.75458052,1010.732442,8.657389885,103.0407506,27.91740815,Wind,2
7.615106317,15.77980143,12.4006104,99.16112414,54.6928876,958.857834,11.29534715,165.6369456,62.89329055,Wind,0
6.182180633,14.44232901,14.76019745,78.10571504,47.50898729,1017.687228,10.57962419,69.64100208,15.76391715,Wind,0
1.011226761,23.34321288,4.326081567,49.80644249,92.24342837,956.4094711,6.182306714,75.73394935,87.61907171,Solar,0
0.841068061,-3.017437262,14.41703228,73.66573,7.273494778,1009.614265,9.295831438,8.296951826,96.53497113,Solar,1
7.009691315,-8.501320506,5.842228424,45.03074245,28.06008132,1023.958118,6.745737046,322.828758,32.20726786,Wind,0
0.727630064,5.39649708,5.782678571,30.59879162,34.99378536,971.0969891,6.632446681,75.85439943,50.50857417,Wind,1
8.218600593,25.23403814,5.105806564,63.71666892,78.24258122,1034.162201,1.3769035,81.9121957,11.99210059,Wind,2
7.062422272,0.092672606,8.12111411,93.53638883,99.25146202,953.0353806,1.513651896,100.6565158,67.66392023,Solar,2
0.813487806,23.67162167,2.312175648,93.6225568,24.06705148,1034.381286,6.35440338,45.86690581,47.25334522,Wind,2
0.848377141,38.49560231,8.30567228,40.77147503,87.43073341,996.0329051,3.22633854,230.1346379,34.30526195,Wind,2
9.866395785,-5.304964211,8.125572186,57.49097196,83.06227604,971.758794,0.25244283,27.05146314,28.61533996,Wind,0
3.742707958,23.63010591,11.42852719,29.04723087,22.46573976,963.3778145,8.674070447,48.31287348,68.86207699,Solar,0
3.706421471,12.18751097,12.50474943,99.60679985,39.93325802,1045.330717,0.38983916,232.1124216,47.45953279,Wind,2
8.127995673,33.40711272,6.606620255,98.30061171,40.96728693,957.2665588,7.143322093,122.2778234,26.16933601,Solar,0
9.472485774,-1.142510528,4.53499874,68.45580367,97.82206685,969.909342,6.47032553,254.8612176,72.01981733,Solar,0
9.860010638,24.63129761,3.89002346,82.39726537,18.08919014,984.7822347,11.62577629,200.6729081,60.85650547,Wind,1
7.533781853,31.90576448,2.919357551,74.35901452,79.91579711,1012.023485,5.810557672,92.1676223,87.28048494,Wind,0
3.762595855,37.23071097,0.864713733,63.38423971,33.41927142,1004.480109,0.763217237,234.2980622,20.5728309,Wind,1
0.835007167,24.16240141,5.136719683,14.80131973,73.08703458,962.5643492,6.620255614,41.85852491,80.70999418,Solar,1
7.771469159,14.8587382,4.053715382,50.92879083,42.00110043,978.9727984,10.09315405,193.1077379,70.61651081,Solar,1
5.584042497,20.89236201,14.49626079,70.7307672,57.83597631,973.8751771,11.96219141,157.3733178,20.35098431,Solar,2
4.242220092,33.44524922,8.365632394,70.97784525,83.26117733,971.3542854,5.164118084,96.43448981,72.53386569,Wind,1
9.063543851,18.53048733,5.209155585,43.58103566,80.4165565,991.1144336,3.84358491,217.4417992,49.739256,Solar,0
1.111974823,-8.480647015,8.707014015,94.7522788,86.64231835,1020.403145,10.87983956,313.6800932,95.0486307,Wind,0
4.926251043,36.54743478,2.08795052,25.0621329,5.961732534,971.7452932,2.294905549,359.6056919,22.74502156,Wind,1
0.113536448,24.47633755,6.660656238,55.03235016,69.2050553,986.667888,7.38514698,218.7945967,67.85500517,Wind,2
4.68660642,23.82566929,9.393514821,72.17955789,13.99873767,989.0917427,4.86857309,145.6941148,44.37820409,Solar,2
0.563032757,0.78375762,7.333467477,72.74222253,41.5818568,1047.645653,0.492988379,81.07455608,96.11332035,Solar,2
1.188179163,22.94427351,6.02668201,68.37750611,54.85884151,1045.466636,4.167461692,92.55459218,39.69774058,Solar,0
